"CÓD. 
DEP.",DEPARTAMENTO,CÓD. MUN.,MUNICIPIO,"GRUPO 
DE CULTIVO","SUBGRUPO 
DE CULTIVO",CULTIVO,DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO,AÑO,PERIODO,"Área Sembrada
(ha)","Área Cosechada
(ha)","Producción
(t)","Rendimiento
(t/ha)",ESTADO FISICO PRODUCCION,"NOMBRE 
CIENTIFICO",CICLO DE CULTIVO
20,CESAR,20228,CURUMANI,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2006,2006B,750,750,2250,3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2006,2006B,600,580,2900,5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2006,2006B,550,550,2200,4,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20250,EL PASO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2006,2006B,462,462,1386,3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2006,2006B,250,250,875,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2006,2006B,250,250,1000,4,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2006,2006B,170,170,850,5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2006,2006B,150,150,525,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20400,LA JAGUA DE IBIRICO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2006,2006B,64,64,229,3.58,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2007,2007A,1700,1700,5660,3.33,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20228,CURUMANI,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2007,2007A,620,620,1730,2.79,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2007,2007A,450,430,2150,5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2007,2007A,400,400,2000,5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20250,EL PASO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2007,2007A,300,300,900,3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2007,2007A,200,200,700,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2007,2007A,200,200,800,4,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2007,2007A,150,150,525,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20400,LA JAGUA DE IBIRICO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2007,2007A,32,32,112,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2007,2007B,2697,2597,11971,4.61,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2007,2007B,540,530,2544,4.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20250,EL PASO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2007,2007B,300,300,300,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2007,2007B,250,250,825,3.3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2007,2007B,250,250,825,3.3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2007,2007B,250,250,1250,5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20400,LA JAGUA DE IBIRICO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2007,2007B,65,65,195,3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20228,CURUMANI,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2007,2007B,60,60,150,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2008,2008A,1245,1221,4640,3.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2008,2008A,520,520,2340,4.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2008,2008A,480,480,2640,5.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20250,EL PASO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2008,2008A,339,328,984,3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2008,2008A,250,250,875,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2008,2008A,250,250,875,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2008,2008A,100,100,170,1.7,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20400,LA JAGUA DE IBIRICO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2008,2008A,60,60,180,3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20228,CURUMANI,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2008,2008A,40,40,100,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2008,2008B,2286,2150,7704,3.58,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2008,2008B,480,480,2640,5.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2008,2008B,460,450,2070,4.6,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20250,EL PASO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2008,2008B,403,64,131,2.04,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2008,2008B,300,300,990,3.3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2008,2008B,300,300,990,3.3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2008,2008B,80,80,160,2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20400,LA JAGUA DE IBIRICO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2008,2008B,70,70,175,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20228,CURUMANI,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2008,2008B,60,60,168,2.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2009,2009A,1147,1034,3929,3.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2009,2009A,400,400,1800,4.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2009,2009A,250,250,875,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2009,2009A,200,200,700,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2009,2009A,80,80,216,2.7,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2009,2009B,1658,1438,5033,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2009,2009B,400,400,1920,4.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2009,2009B,350,320,1120,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2009,2009B,240,200,700,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2009,2009B,80,80,216,2.7,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2010,2010A,1025,997,3490,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2010,2010A,400,400,1800,4.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2010,2010A,300,250,875,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2010,2010A,250,250,875,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2010,2010B,1021,511,2699,5.29,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2010,2010B,300,200,660,3.3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2010,2010B,300,120,576,4.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2010,2010B,240,120,420,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20032,ASTREA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2010,2010B,50,30,75,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2011,2011A,1025,997,3490,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2011,2011A,400,350,1400,4,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2011,2011A,340,240,768,3.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2011,2011A,200,160,560,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20178,CHIRIGUANA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2011,2011A,100,80,256,3.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20250,EL PASO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2011,2011A,75,5,15,3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20178,CHIRIGUANA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2011,2011B,500,300,300,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2011,2011B,270,270,1053,3.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2011,2011B,250,180,576,3.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2011,2011B,240,140,532,3.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2011,2011B,150,90,270,3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20045,BECERRIL,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2011,2011B,20,20,20,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2012,2012A,600,600,2400,4,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2012,2012A,400,400,1280,3.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2012,2012A,300,300,1050,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2012,2012A,210,200,700,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2012,2012A,175,160,512,3.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2012,2012A,115,100,350,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20178,CHIRIGUANA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2012,2012A,110,100,320,3.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2012,2012A,30,30,120,4,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2012,2012B,540,540,2160,4,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20178,CHIRIGUANA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2012,2012B,510,510,1632,3.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2012,2012B,320,320,1120,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2012,2012B,315,315,1008,3.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2012,2012B,246,246,861,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20060,BOSCONIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2012,2012B,200,200,800,4,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2012,2012B,150,120,420,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20045,BECERRIL,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2012,2012B,100,100,350,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2012,2012B,95,92,294,3.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2013,2013A,550,530,1855,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2013,2013A,500,450,1440,3.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2013,2013A,250,220,748,3.4,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2013,2013A,220,150,510,3.4,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2013,2013A,190,160,512,3.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20443,MANAURE,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2013,2013A,120,120,480,4,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20178,CHIRIGUANA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2013,2013A,100,100,320,3.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2013,2013A,100,100,350,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2013,2013A,30,30,120,4,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2013,2013B,400,400,1280,3.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2013,2013B,350,350,1225,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2013,2013B,300,300,1050,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2013,2013B,180,180,630,3.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20443,MANAURE,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2013,2013B,150,150,600,4,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2013,2013B,150,92,294,3.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2013,2013B,30,30,120,4,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20443,MANAURE,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2014,2014A,200,200,800,4,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2014,2014A,400,400,1280,3.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2014,2014A,350,200,500,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2014,2014A,300,200,500,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2014,2014A,250,100,250,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2014,2014A,220,100,200,2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2014,2014A,30,20,50,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2014,2014B,300,250,625,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20013,AGUSTIN CODAZZI,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2014,2014B,200,80,160,2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2014,2014B,200,150,375,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2014,2014B,200,150,450,3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2014,2014B,80,60,102,1.7,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2014,2014B,20,18,54,3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2015,2015A,400,150,255,1.7,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2015,2015A,320,39,78,2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2015,2015A,300,180,450,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20013,AGUSTIN CODAZZI,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2015,2015A,200,40,120,3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2015,2015A,200,91,228,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2015,2015A,135,36,72,2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2015,2015A,110,50,125,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20045,BECERRIL,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2015,2015A,25,20,40,2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2015,2015A,20,15,45,3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2015,2015B,300,220,550,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2015,2015B,200,120,300,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20013,AGUSTIN CODAZZI,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2015,2015B,200,40,80,2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2015,2015B,180,100,250,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2015,2015B,100,80,200,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2015,2015B,100,80,200,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2015,2015B,80,0,0,,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20045,BECERRIL,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2015,2015B,25,25,125,5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2015,2015B,16,15,45,3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2016,2016A,700,650,2600,4,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20750,SAN DIEGO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2016,2016A,550,420,840,2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2016,2016A,500,420,1260,3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2016,2016A,400,380,1140,3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2016,2016A,200,180,450,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2016,2016A,160,135,405,3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20045,BECERRIL,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2016,2016A,100,100,250,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2016,2016A,70,70,210,3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TECNIFICADO,2016,2016A,50,50,125,2.5,GRANO SECO,ZEA MAYS,TRANSITORIO
